185.53.44.124 - - [26/Jul/2015:06:29:28 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc30-accomplishinterval.txt;hb=HEAD HTTP/1.1" 301 727 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.70 - - [26/Jul/2015:06:52:23 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc13-performance.txt;hb=HEAD HTTP/1.1" 301 713 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.65 - - [26/Jul/2015:06:52:35 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc5-hooks.txt;hb=HEAD HTTP/1.1" 301 699 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.99 - - [26/Jul/2015:06:55:57 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc4-grid.txt;hb=HEAD HTTP/1.1" 301 697 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.79 - - [26/Jul/2015:06:56:57 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc7-storage.txt;hb=HEAD HTTP/1.1" 301 703 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
212.224.119.139 - - [26/Jul/2015:06:58:59 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc15-file-format.txt;hb=HEAD HTTP/1.1" 301 713 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
84.147.23.239 - - [26/Jul/2015:06:59:18 +0000] "GET /latest HTTP/1.1" 200 232 "-" "libwww-perl/6.08"
185.53.44.53 - - [26/Jul/2015:07:06:42 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc29-escalation.txt;hb=HEAD HTTP/1.1" 301 711 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.94 - - [26/Jul/2015:07:12:03 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc11-command-line.txt;hb=HEAD HTTP/1.1" 301 715 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.148 - - [26/Jul/2015:07:13:30 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc12-searching.txt;hb=HEAD HTTP/1.1" 301 709 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.85 - - [26/Jul/2015:07:14:31 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc22-substitutions.txt;hb=HEAD HTTP/1.1" 301 717 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.95 - - [26/Jul/2015:07:19:47 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc8-special-tags.txt;hb=HEAD HTTP/1.1" 301 713 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.65 - - [26/Jul/2015:07:21:25 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc9-filters.txt;hb=HEAD HTTP/1.1" 301 703 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
185.53.44.116 - - [26/Jul/2015:07:22:01 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc27-dependencies.txt;hb=HEAD HTTP/1.1" 301 715 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
46.118.120.154 - - [26/Jul/2015:07:22:54 +0000] "GET /wp-content/plugins/reflex-gallery/admin/scripts/FileUploader/php.php HTTP/1.0" 404 548 "http://TASKTOOLS.org/wp-content/plugins/reflex-gallery/admin/scripts/FileUploader/php.php" "Mozilla/5.0 (Windows NT 6.1; rv:37.0) Gecko/20100101 Firefox/37.0"
46.118.120.154 - - [26/Jul/2015:07:22:54 +0000] "GET /wp-content/plugins/reflex-gallery/admin/scripts/FileUploader/php.phpindex.php HTTP/1.0" 404 557 "http://TASKTOOLS.org/wp-content/plugins/reflex-gallery/admin/scripts/FileUploader/php.phpindex.php" "Mozilla/5.0 (Windows NT 6.1; rv:37.0) Gecko/20100101 Firefox/37.0"
66.249.75.161 - - [26/Jul/2015:07:27:37 +0000] "GET / HTTP/1.1" 200 3533 "-" "DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)"
66.249.75.170 - - [26/Jul/2015:07:35:48 +0000] "GET /allPlans.action;jsessionid=3CC5513E8E8F23A8934A5021A888F4DA HTTP/1.1" 404 540 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
182.118.43.239 - - [26/Jul/2015:07:37:24 +0000] "GET /piwik/piwik.js HTTP/1.1" 301 575 "http://flod.us/" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)"
220.181.108.112 - - [26/Jul/2015:07:40:22 +0000] "GET / HTTP/1.1" 304 175 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
100.43.91.4 - - [26/Jul/2015:07:42:28 +0000] "GET /mon/ HTTP/1.1" 200 2106 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
185.53.44.65 - - [26/Jul/2015:07:46:22 +0000] "GET /gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc31-urgency.txt;hb=HEAD HTTP/1.1" 301 683 "-" "Mozilla/5.0 (compatible; XoviBot/2.0; +http://www.xovibot.net/)"
129.27.3.93 - - [26/Jul/2015:08:17:41 +0000] "GET /projects/anomaly.html HTTP/1.1" 200 9189 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:10.0.4) Gecko/20100101 Firefox/10.0.4 Iceweasel/10.0.4"
66.249.75.161 - - [26/Jul/2015:08:33:06 +0000] "GET /projects/taskd.html HTTP/1.1" 304 212 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
188.165.15.202 - - [26/Jul/2015:08:33:44 +0000] "GET /mon/bytes.png HTTP/1.1" 404 448 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
79.230.27.117 - - [26/Jul/2015:08:39:08 +0000] "GET /tw-m.png HTTP/1.1" 304 189 "http://central.tasktools.org/task-2.4.5.html" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0"
179.192.232.104 - - [26/Jul/2015:08:57:36 +0000] "GET / HTTP/1.1" 200 3533 "http://success-seo.com/try.php?u=http://tasktools.org" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
179.192.232.104 - - [26/Jul/2015:08:57:37 +0000] "GET /bootstrap/css/bootstrap.min.css HTTP/1.1" 200 17588 "http://tasktools.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
179.192.232.104 - - [26/Jul/2015:08:57:37 +0000] "GET /bootstrap/js/bootstrap.min.js HTTP/1.1" 200 8019 "http://tasktools.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
179.192.232.104 - - [26/Jul/2015:08:57:37 +0000] "GET /tw-m.png HTTP/1.1" 200 6860 "http://tasktools.org/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
157.55.39.187 - - [26/Jul/2015:10:10:06 +0000] "GET / HTTP/1.1" 200 3533 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
123.125.71.82 - - [26/Jul/2015:10:10:31 +0000] "GET /about.html HTTP/1.1" 200 1982 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
77.58.169.93 - - [26/Jul/2015:10:16:54 +0000] "GET /favicon.ico HTTP/1.1" 200 1714 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0"
180.76.15.141 - - [26/Jul/2015:10:30:15 +0000] "GET / HTTP/1.1" 304 175 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
207.90.2.8 - - [26/Jul/2015:10:31:52 +0000] "GET / HTTP/1.0" 200 12681 "-" "=Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
66.249.75.152 - - [26/Jul/2015:10:32:34 +0000] "GET / HTTP/1.1" 200 3533 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
77.75.78.164 - - [26/Jul/2015:10:53:32 +0000] "GET /robots.txt HTTP/1.1" 404 501 "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://fulltext.sblog.cz/)"
77.75.78.164 - - [26/Jul/2015:10:53:33 +0000] "GET /projects/clog/clog-rule1.png HTTP/1.1" 304 189 "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://fulltext.sblog.cz/)"
77.75.78.164 - - [26/Jul/2015:10:53:34 +0000] "GET /projects/clog/clog-rule12.png HTTP/1.1" 304 189 "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://fulltext.sblog.cz/)"
77.75.78.164 - - [26/Jul/2015:10:53:36 +0000] "GET /rfcs/index.html HTTP/1.1" 304 212 "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://fulltext.sblog.cz/)"
77.75.78.164 - - [26/Jul/2015:10:53:50 +0000] "GET /projects/clog/clog-timestamp.png HTTP/1.1" 304 190 "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://fulltext.sblog.cz/)"
66.249.75.152 - - [26/Jul/2015:11:31:33 +0000] "GET / HTTP/1.1" 200 3533 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.15.147 - - [26/Jul/2015:11:32:14 +0000] "GET / HTTP/1.1" 200 12644 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.157 - - [26/Jul/2015:11:32:53 +0000] "GET / HTTP/1.1" 200 12644 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.161 - - [26/Jul/2015:11:56:12 +0000] "GET /rfcs/gitweb/gitweb.cgi?p=rfc.git;a=blob_plain;f=rfc35-threads.txt;hb=HEAD HTTP/1.1" 301 662 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.75.152 - - [26/Jul/2015:12:10:44 +0000] "GET /gitweb/?p=task.git;a=shortlog;h=3ef6aa9f8e9795b5e2d50afc62fddd906dcd7646 HTTP/1.1" 301 685 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
17.142.151.220 - - [26/Jul/2015:12:31:25 +0000] "GET / HTTP/1.1" 200 3533 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.142.151.220 - - [26/Jul/2015:12:31:25 +0000] "GET / HTTP/1.1" 200 3533 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B410 Safari/600.1.4 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.142.151.220 - - [26/Jul/2015:12:31:26 +0000] "GET /robots.txt HTTP/1.1" 404 501 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B410 Safari/600.1.4 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.142.151.220 - - [26/Jul/2015:12:31:26 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 509 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B410 Safari/600.1.4 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.142.151.220 - - [26/Jul/2015:12:31:26 +0000] "GET /robots.txt HTTP/1.1" 404 501 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B410 Safari/600.1.4 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.142.151.220 - - [26/Jul/2015:12:31:26 +0000] "GET /apple-touch-icon.png HTTP/1.1" 404 509 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B410 Safari/600.1.4 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.142.151.220 - - [26/Jul/2015:12:31:26 +0000] "GET /robots.txt HTTP/1.1" 404 501 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)"
17.142.151.220 - - [26/Jul/2015:12:31:27 +0000] "GET /favicon.ico HTTP/1.1" 200 1714 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)"
68.180.228.44 - - [26/Jul/2015:12:58:22 +0000] "GET /talks/lt-task.pdf HTTP/1.1" 200 70176 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
194.152.46.22 - - [26/Jul/2015:12:58:49 +0000] "GET / HTTP/1.1" 200 3533 "https://www.google.pl/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
194.152.46.22 - - [26/Jul/2015:12:58:49 +0000] "GET /bootstrap/css/bootstrap.min.css HTTP/1.1" 200 17588 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
194.152.46.22 - - [26/Jul/2015:12:58:49 +0000] "GET /bootstrap/js/bootstrap.min.js HTTP/1.1" 200 8019 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
194.152.46.22 - - [26/Jul/2015:12:58:49 +0000] "GET /tw-m.png HTTP/1.1" 200 6861 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
194.152.46.22 - - [26/Jul/2015:12:58:50 +0000] "GET /bootstrap/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23600 "http://tasktools.org/bootstrap/css/bootstrap.min.css" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
194.152.46.22 - - [26/Jul/2015:12:58:50 +0000] "GET /favicon.ico HTTP/1.1" 200 1713 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
66.249.75.152 - - [26/Jul/2015:12:59:50 +0000] "GET /robots.txt HTTP/1.1" 404 501 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.161 - - [26/Jul/2015:13:00:38 +0000] "GET / HTTP/1.1" 200 3533 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
194.152.46.22 - - [26/Jul/2015:13:01:49 +0000] "GET /projects/vit.html HTTP/1.1" 200 1896 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
66.249.75.161 - - [26/Jul/2015:13:06:23 +0000] "GET /projects/clog/clog-r12.png HTTP/1.1" 304 190 "-" "Googlebot-Image/1.0"
188.165.15.202 - - [26/Jul/2015:13:09:37 +0000] "GET /rfcs/index.html HTTP/1.1" 200 1971 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
157.55.39.27 - - [26/Jul/2015:13:15:21 +0000] "GET /projects/kronisk.html HTTP/1.1" 200 2173 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
46.118.153.186 - - [26/Jul/2015:13:15:26 +0000] "GET /projects/ HTTP/1.1" 403 474 "http://serpuhov-protvino.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; KTXN)"
46.118.153.186 - - [26/Jul/2015:13:15:27 +0000] "GET /projects/ HTTP/1.1" 403 474 "http://serpuhov-protvino.ru/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; KTXN)"
46.118.153.186 - - [26/Jul/2015:13:15:27 +0000] "GET /projects/ HTTP/1.1" 403 474 "http://pochemychka.net/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts; MRA 4.6 (build 01425); .NET CLR 1.1.4322; .NET CLR 2.0.50727)"
46.118.153.186 - - [26/Jul/2015:13:15:28 +0000] "GET /projects/ HTTP/1.1" 403 474 "http://pochemychka.net/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts; MRA 4.6 (build 01425); .NET CLR 1.1.4322; .NET CLR 2.0.50727)"
194.152.46.22 - - [26/Jul/2015:13:28:46 +0000] "GET /favicon.ico HTTP/1.1" 200 1714 "-" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
157.55.39.27 - - [26/Jul/2015:13:33:13 +0000] "GET /robots.txt HTTP/1.1" 404 527 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
180.76.15.145 - - [26/Jul/2015:13:34:55 +0000] "GET /projects/kronisk.html HTTP/1.1" 200 2136 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
157.55.39.27 - - [26/Jul/2015:13:35:17 +0000] "GET /projects/tasksh.html HTTP/1.1" 200 2041 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.75.170 - - [26/Jul/2015:13:52:06 +0000] "GET /projects/clog/clog-nothing.png HTTP/1.1" 304 189 "-" "Googlebot-Image/1.0"
129.27.3.93 - - [26/Jul/2015:13:56:46 +0000] "GET /projects/clog.html HTTP/1.1" 200 7744 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:10.0.4) Gecko/20100101 Firefox/10.0.4 Iceweasel/10.0.4"
98.217.152.192 - - [26/Jul/2015:14:03:36 +0000] "GET /tw-m.png HTTP/1.1" 304 189 "http://central.tasktools.org/task-2.4.5.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.89 Safari/537.36"
74.237.137.28 - - [26/Jul/2015:14:18:03 +0000] "GET / HTTP/1.1" 200 3533 "http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=12&cad=rja&uact=8&ved=0CE8QFjALahUKEwix1-S3__jGAhXDNz4KHSiYAN8&url=http%3A%2F%2Ftasktools.org%2F&ei=G-20VfHdH8Pv-AGosIL4DQ&usg=AFQjCNH2M4xPDpU4w3v_YmB86KePKqZZWA&bvm=bv.98717601,d.cWw" "Mozilla/5.0 (X11; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
74.237.137.28 - - [26/Jul/2015:14:18:03 +0000] "GET /bootstrap/css/bootstrap.min.css HTTP/1.1" 200 17588 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
74.237.137.28 - - [26/Jul/2015:14:18:03 +0000] "GET /bootstrap/js/bootstrap.min.js HTTP/1.1" 200 8018 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
74.237.137.28 - - [26/Jul/2015:14:18:03 +0000] "GET /tw-m.png HTTP/1.1" 200 6861 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
74.237.137.28 - - [26/Jul/2015:14:18:03 +0000] "GET /favicon.ico HTTP/1.1" 200 1713 "-" "Mozilla/5.0 (X11; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
74.237.137.28 - - [26/Jul/2015:14:18:04 +0000] "GET /bootstrap/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23600 "http://tasktools.org/bootstrap/css/bootstrap.min.css" "Mozilla/5.0 (X11; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
74.237.137.28 - - [26/Jul/2015:14:18:41 +0000] "GET /projects/taskwarrior.html HTTP/1.1" 200 2450 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
157.55.39.168 - - [26/Jul/2015:14:33:44 +0000] "GET /projects/vit.html HTTP/1.1" 200 1896 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
180.76.15.143 - - [26/Jul/2015:14:34:57 +0000] "GET / HTTP/1.1" 304 175 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.75.161 - - [26/Jul/2015:14:37:54 +0000] "GET /projects/clog/clog-hamlet.png HTTP/1.1" 304 190 "-" "Googlebot-Image/1.0"
183.79.221.166 - - [26/Jul/2015:14:39:28 +0000] "GET /robots.txt HTTP/1.0" 404 464 "-" "Y!J-ASR/0.1 crawler (http://www.yahoo-help.jp/app/answers/detail/p/595/a_id/42716/)"
183.79.221.166 - - [26/Jul/2015:14:39:28 +0000] "GET /projects/taskwarrior.html HTTP/1.0" 200 2413 "-" "Y!J-ASR/0.1 crawler (http://www.yahoo-help.jp/app/answers/detail/p/595/a_id/42716/)"
79.182.99.143 - - [26/Jul/2015:14:43:28 +0000] "GET / HTTP/1.1" 200 3533 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
79.182.99.143 - - [26/Jul/2015:14:43:28 +0000] "GET /bootstrap/css/bootstrap.min.css HTTP/1.1" 200 17588 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
79.182.99.143 - - [26/Jul/2015:14:43:28 +0000] "GET /tw-m.png HTTP/1.1" 200 6860 "http://tasktools.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.8.0"
